SITE,TYPE,YEAR,MONTH,DAY,DATE,TEMP,FLDCOND,LABCOND,FLDPH,LABPH,ANC,CA,MG,NA,K,NH4,NH4_NREL,SO4,NO3,NO3_NREL,PO4,CL,F,SiO2,AL,FE,MN,LAB,DOC,TDN,NH4 calc,NO3 calc,TIN,TDN calc,DON,PO4_NREL,PO4_NREL calc,TP_NREL,TP_NREL calc,DOP,TP_HSWL,CHL_A
LOCH.LM,NORMAL,1982,8,2,8/2/82,9.9,11.3,,6.7,,28.9,0.7,0.16,0.33,0.1,,,1.48,0.98,,<0.003,0.2,,,,,,USGS,,,,0.98,,,,,,,,,,
LOCH.LM,NORMAL,1982,8,2,8/2/82,9.9,9.7,,6.6,,,0.7,0.17,0.35,0.1,,,1.57,1.15,,<0.003,0.09,,,,,,USGS,,,,1.15,,,,,,,,,,
LOCH.LM,DUPE,1982,8,2,8/2/82,9.9,11.3,,6.7,,,0.67,0.17,0.32,0.1,,,1.46,0.98,,<0.003,0.15,,,,,,USGS,,,,0.98,,,,,,,,,,
LOCH.LM,QA,1982,8,24,8/24/82,14,9.9,,6.3,,18,,,,,,,,,,<0.003,,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LM,QA,1982,8,24,8/24/82,14,9.9,,6.3,,,,0.16,,0.14,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LM,NORMAL,1982,8,24,8/24/82,14,9.9,,6.3,,18,0.83,0.19,0.34,0.14,,,1.35,0.9,,<0.003,0.35,,,,,,USGS,,,,0.9,,,,,,,,,,
LOCH.LM,NORMAL,1982,8,24,8/24/82,14,9.5,,6.3,,,0.8,0.15,0.36,0.14,,,1.35,0.91,,<0.003,0.46,,,,,,USGS,,,,0.91,,,,,,,,,,
LOCH.LM,DUPE,1982,8,24,8/24/82,14,9.9,,6.3,,,0.75,0.16,0.34,0.14,,,1.33,0.9,,<0.003,0.22,,,,,,USGS,,,,0.9,,,,,,,,,,
LOCH.LM,NORMAL,1982,9,21,9/21/82,6,19.3,,5.6,,,1.08,0.24,0.47,0.16,,,1.77,1.3,,<0.003,0.22,,,,,,USGS,,,,1.3,,,,,,,,,,
LOCH.LM,NORMAL,1983,4,4,4/4/83,,20,24,6.9,6.5,134.3,2.3,0.4,1,0.27,0.08,,2.3,0.35,,0.01,0.19,0.1,2.5,,180,43,USGS,2.8,,0.08,0.35,0.141022276,,,,,,,,,
LOCH.LM,NORMAL,1983,5,3,5/3/83,3,20,27,6.5,6.3,117.3,2.3,0.33,1,0.31,0.05,,2.39,0.15,,0.01,0.2,0.1,3,,200,24,USGS,,,0.05,0.15,0.072619735,,,,,,,,,
LOCH.LM,NORMAL,1983,5,10,5/10/83,3,17,22,6.3,6.1,84.9,2.1,0.3,0.9,0.27,0.06,,2.38,0.66,,0.02,0.25,0.07,3.2,,190,19,USGS,,,0.06,0.66,0.195495827,,,,,,,,,
LOCH.LM,NORMAL,1983,5,17,5/17/83,1,18,21,6.2,6,,2,0.35,0.9,0.33,0.13,,2.46,0.75,,0.01,0.16,0.08,3.5,,170,14,USGS,,,0.13,0.75,0.27007542,,,,,,,,,
LOCH.LM,NORMAL,1983,6,3,6/3/83,1,15,21,6.1,6.1,64.8,1.8,0.4,0.5,0.37,0.04,,2.69,1.2,,0.01,0.19,0.06,2.1,,80,6,USGS,,,0.04,1.2,0.301888113,,,,,,,,,
LOCH.LM,NORMAL,1983,6,10,6/10/83,3,13,18,6.1,6.1,44.7,1.6,0.31,0.5,0.32,0.11,,2.12,1.46,,0.01,0.21,0.07,2,,100,5,USGS,,,0.11,1.46,0.414842424,,,,,,,,,
LOCH.LM,NORMAL,1983,6,17,6/17/83,3,12,16,6.3,6.3,38.9,1.3,0.32,0.4,0.23,0.08,,1.71,1.2,,0.01,0.11,0.07,2.1,,43,3,USGS,,,0.08,1.2,0.332895865,,,,,,,,,
LOCH.LM,NORMAL,1983,7,7,7/7/83,9,11,11,6.4,6.3,38.1,1.1,0.17,0.4,0.14,0.08,,1.37,0.89,,0.01,0.07,0.06,1.5,,26,1,USGS,,,0.08,0.89,0.262918438,,,,,,,,,
LOCH.LM,NORMAL,1983,8,2,8/2/83,7,9,13,6.6,7,34.6,1.1,0.15,0.4,0.15,0.03,,1.41,0.89,,0.01,0.08,0.05,1.9,40,26,2,USGS,,,0.03,0.89,0.224158748,,,,,,,,,
LOCH.LM,NORMAL,1983,8,30,8/30/83,11,8,14,6.9,7.4,27.2,0.98,0.16,0.4,0.15,<0.01,,1.14,0.35,,0.01,<0.01,0.08,1.4,,38,2,USGS,,,0.005,0.35,0.082882741,,,,,,,,,
LOCH.LM,NORMAL,1983,9,20,9/20/83,6,10,12,7,7,,1.1,0.23,0.4,0.21,0.01,,1.42,0.62,,0.01,0.24,0.08,1.5,,62,2,USGS,,,0.01,0.62,0.147706791,,,,,,,,,
LOCH.LM,NORMAL,1983,12,27,12/27/83,4,16,19,6.7,6,97.8,2.4,0.32,0.7,0.26,,,1.98,0.53,,,0.13,0.09,2.1,20,110,20,USGS,,,,0.53,,,,,,,,,,
LOCH.LM,NORMAL,1984,3,3,3/3/84,6.4,11,,6.4,,,,,,,0.03,,,,,,,,,,,,USGS,,,0.03,,,,,,,,,,,
LOCH.LM,NORMAL,1984,3,6,3/6/84,4,19,19,6.4,6.8,102.7,2.1,0.39,1.1,0.22,0.03,,2.23,0.44,,0.02,0.21,0.11,2.6,20,96,7,USGS,,,0.03,0.44,0.122578613,,,,,,,,,
LOCH.LM,NORMAL,1984,4,17,4/17/84,1,20,21,6.4,6.5,76.9,2.1,0.32,1.1,0.21,0.04,,2.35,0.8,,0.02,0.14,0.11,1.9,20,100,13,USGS,,,0.04,0.8,0.211594659,,,,,,,,,
LOCH.LM,NORMAL,1984,5,7,5/7/84,4,21,24,6.4,6.3,149.7,2.4,0.3,0.9,0.27,0.09,,2.12,0.18,,<0.003,0.18,0.11,2.2,20,220,51,USGS,,,0.09,0.18,0.110399496,,,,,,,,,
LOCH.LM,NORMAL,1984,5,7,5/7/84,4,21,23,6.4,6.4,149.7,2.3,0.3,0.9,0.25,0.07,,2.28,0.31,,,0.17,0.11,2.3,20,180,28,USGS,,,0.07,0.31,0.124240993,,,,,,,,,
LOCH.LM,NORMAL,1984,5,16,5/16/84,4,18,21,6,6.1,81.7,1.7,0.4,0.7,0.35,0.08,,2.19,0.98,,0.01,0.19,0.08,2.4,50,100,17,USGS,,,0.08,0.98,0.283234466,,,,,,,,,
LOCH.LM,DUPE,1984,5,16,5/16/84,4,18,21,6,6,,2,0.4,0.7,0.34,0.07,,2.21,1.02,,<0.003,0.21,0.08,2.5,50,190,22,USGS,,,0.07,1.02,0.284511873,,,,,,,,,
LOCH.LM,NORMAL,1984,5,23,5/23/84,4,14,15,6,6.2,27.8,1.4,0.26,0.5,0.24,0.06,,1.96,1.42,,0.01,0.15,0.06,2,90,79,7,USGS,,,0.06,1.42,0.367053389,,,,,,,,,
LOCH.LM,NORMAL,1984,6,5,6/5/84,4,12,15,6.4,6.9,,1.3,0.3,0.4,0.2,0.04,,1.59,1.42,,<0.003,0.17,0.07,1.7,70,37,1,USGS,,,0.04,1.42,0.351549513,,,,,,,,,
LOCH.LM,NORMAL,1984,6,13,6/13/84,4,14,15,6.3,6.6,48.8,1.6,0.3,0.5,0.21,0.05,,1.73,1.64,,<0.003,0.19,0.07,2,70,36,1,USGS,2.4,,0.05,1.64,0.40896285,,,,,,,,,
LOCH.LM,NORMAL,1984,6,20,6/20/84,6,12,13,6.3,6.8,39.2,1.3,0.3,0.4,0.18,0.04,,1.43,1.33,,0.02,0.12,0.06,1.7,60,30,1,USGS,,,0.04,1.33,0.331233486,,,,,,,,,
LOCH.LM,NORMAL,1984,6,27,6/27/84,6,10,13,6.6,7.3,33.6,1.2,0.1,0.4,0.17,0.04,,1.31,1.24,,0.02,0.12,0.06,1.5,50,20,1,USGS,1.1,,0.04,1.24,0.310917458,,,,,,,,,
LOCH.LM,NORMAL,1984,7,17,7/17/84,7.4,9,,6.5,,,,,,,0.02,,,,,,,,,,,,USGS,,,0.02,,,,,,,,,,,
LOCH.LM,NORMAL,1984,7,25,7/25/84,6.9,9,,6.5,,,,,,,0.03,,,,,,,,,,,,USGS,,,0.03,,,,,,,,,,,
LOCH.LM,NORMAL,1984,8,15,8/15/84,8.8,,,6.8,,,,,,,<0.01,,,,,0.02,,,,,,,USGS,,,0.005,,,,,,,,,,,
LOCH.LM,NORMAL,1984,8,30,8/30/84,8.5,,,,,,,,,,<0.01,,,,,0.01,,,,,,,USGS,,,0.005,,,,,,,,,,,
LOCH.LM,NORMAL,1984,9,13,9/13/84,6.3,11,,6.7,,,,,,,0.03,,,,,0.02,,,,,,,USGS,,,0.03,,,,,,,,,,,
LOCH.LM,NORMAL,1984,10,11,10/11/84,3,14,15,6.8,6.6,40,,,,0.27,0.01,,,,,0.01,,,,,,,USGS,,,0.01,,,,,,,,,,,
LOCH.LM,NORMAL,1984,12,6,12/6/84,4,15,,6.2,,,,,,,0.01,,,,,0.01,,,,,,,USGS,,,0.01,,,,,,,,,,,
LOCH.LM,NORMAL,1985,1,22,1/22/85,3,18,25,6.4,6.8,94.9,,,,,0.03,,,,,0.01,,,,,,,USGS,1.3,,0.03,,,,,,,,,,,
LOCH.LM,NORMAL,1985,4,9,4/9/85,4,20,,6.3,,,,,,,0.01,,,,,0.01,,,,,100,,USGS,,,0.01,,,,,,,,,,,
LOCH.LM,NORMAL,1985,4,22,4/22/85,4,18,,6.1,,,,,,,0.04,,,,,,,,,,100,,USGS,,,0.04,,,,,,,,,,,
LOCH.LM,NORMAL,1985,5,6,5/6/85,3,16,,5.9,,,,,,,0.02,,,,,<0.003,,,,,90,,USGS,,,0.02,,,,,,,,,,,
LOCH.LM,NORMAL,1985,5,13,5/13/85,0.5,14,,6.1,,,,,,,0.01,,,,,<0.003,,,,,60,,USGS,,,0.01,,,,,,,,,,,
LOCH.LM,NORMAL,1985,6,3,6/3/85,5,12,14,6.4,7.4,34.2,,,,,0.03,,,1,,0.01,,,,,30,,USGS,,,0.03,1,0.248989448,,,,,,,,,
LOCH.LM,NORMAL,1985,6,12,6/12/85,4,12,,6.4,,,,,,,0.02,,,1.32,,<0.003,,,,,20,,USGS,,,0.02,1.32,0.313472273,,,,,,,,,
LOCH.LM,NORMAL,1985,6,19,6/19/85,6.5,13,,6.5,,,,,,,0.03,,,1.2,,<0.003,,,,,20,,USGS,,,0.03,1.2,0.294136175,,,,,,,,,
LOCH.LM,NORMAL,1985,6,27,6/27/85,4,9,,6.4,,,,,,,0.01,,,0.95,,0.01,,,,,40,,USGS,,,0.01,0.95,0.222198891,,,,,,,,,
LOCH.LM,NORMAL,1985,7,10,7/10/85,,10,,6.3,,,,,,,0.04,,,0.88,,0.01,,,,,20,,USGS,,,0.04,0.88,0.22965335,,,,,,,,,
LOCH.LM,NORMAL,1985,7,23,7/23/85,6.5,5,,6.4,,,,,,,0.01,,,0.77,,0.01,,,,,30,,USGS,,,0.01,0.77,0.181566836,,,,,,,,,
LOCH.LM,NORMAL,1985,8,20,8/20/85,7.5,11,,6.5,,,,,,,0.02,,,0.52,,<0.003,,,,,50,,USGS,,,0.02,0.52,0.132885366,,,,,,,,,
LOCH.LM,NORMAL,1985,9,3,9/3/85,7.5,7,,6.6,,,,,,,0.05,,,0.38,,0.01,,,,,70,,USGS,,,0.05,0.38,0.124538471,,,,,,,,,
LOCH.LM,NORMAL,1985,9,17,9/17/85,6,12,,6.5,,38.4,,,,,0.02,,,0.93,,<0.003,,,,,40,,USGS,,,0.02,0.93,0.225436156,,,,,,,,,
LOCH.LM,NORMAL,1986,1,22,1/22/86,4,19,,6.2,,96.9,,,,,0.05,,,0.36,,0.01,,,,,150,,USGS,,,0.05,0.36,0.120023798,,,,,,,,,
LOCH.LM,NORMAL,1986,3,10,3/10/86,4.5,19,,6.3,,112.1,,,,,0.01,,,0.51,,0.01,,,,,130,,USGS,,,0.01,0.51,0.122876091,,,,,,,,,
LOCH.LM,NORMAL,1986,4,23,4/23/86,,19,,6.3,,,,,,,0.01,,,0.09,,0.01,,,,,130,,USGS,,,0.01,0.09,0.028067965,,,,,,,,,
LOCH.LM,NORMAL,1986,5,5,5/5/86,4,16,,6,,63.3,,,,,0.01,,,,,0.01,,,,,100,,USGS,,,0.01,,,,,,,,,,,
LOCH.LM,NORMAL,1986,6,12,6/12/86,4,13,,6.4,,35,,,,,<0.01,,,1.4,,0.01,,,,,40,,USGS,3.3,,0.005,1.4,0.319903057,,,,,,,,,
LOCH.LM,NORMAL,1986,6,25,6/25/86,3.5,10,,6.4,,28.4,,,,,0.02,,,1.04,,0.01,,,,,30,,USGS,1.8,,0.02,1.04,0.250266856,,,,,,,,,
LOCH.LM,NORMAL,1986,7,30,7/30/86,8,7,,6.4,,31.2,,,,,0.01,,,0.5,,0.01,,,,,20,,USGS,2.9,,0.01,0.5,0.120618755,,,,,,,,,
LOCH.LM,NORMAL,1986,9,9,9/9/86,,10,,,,35,,,,,<0.01,,,0.72,,0.01,,,,,60,,USGS,1,,0.005,0.72,0.166404186,,,,,,,,,
LOCH.LM,NORMAL,1986,11,19,11/19/86,4.5,15,,6.1,,3.6,,,,,0.05,,,0.78,,<0.003,,,,,50,,USGS,1.9,,0.05,0.78,0.214831925,,,,,,,,,
LOCH.LM,NORMAL,1986,11,19,11/19/86,4.5,15,,6.1,,71.5,,,,,0.05,,,0.78,,<0.003,,,,,50,,USGS,1.9,,0.05,0.78,0.214831925,,,,,,,,,
LOCH.LM,NORMAL,1987,1,20,1/20/87,4,19.4,,5.9,,92.3,,,,,,,,,,,,,,,90,,USGS,1.5,,,,,,,,,,,,,
LOCH.LM,NORMAL,1987,3,11,3/11/87,4,22.2,,6.2,,136.9,,,,,0.02,,,,,0.01,,,,,140,,USGS,1.6,,0.02,,,,,,,,,,,
LOCH.LM,NORMAL,1987,4,7,4/7/87,4,22,,6.3,,128.9,,,,,0.01,,,,,<0.003,,,,,140,,USGS,1.8,,0.01,,,,,,,,,,,
LOCH.LM,NORMAL,1987,5,20,5/20/87,,12.7,,6.4,,38.8,,,,,0.02,,,,,<0.003,,,,,30,,USGS,2.5,,0.02,,,,,,,,,,,
LOCH.LM,NORMAL,1987,6,16,6/16/87,,10.5,,6.5,,36,,,,,0.01,,,,,<0.003,,,,,30,,USGS,1.9,,0.01,,,,,,,,,,,
LOCH.LM,NORMAL,1987,7,20,7/20/87,11,9.6,,6.6,,40,,,,,0.01,,,,,0.01,,,,,30,,USGS,1.7,,0.01,,,,,,,,,,,
LOCH.LM,NORMAL,1987,8,26,8/26/87,8.5,9,,6.5,,44,,,,,0.01,,,,,<0.003,,,,,70,,USGS,,,0.01,,,,,,,,,,,
LOCH.LM,NORMAL,1987,9,24,9/24/87,8.5,120,,6.7,,49.8,,,,,<0.01,,,,,0.01,,,,,60,,USGS,1.3,,0.005,,,,,,,,,,,
LOCH.LM,NORMAL,1987,12,22,12/22/87,3,18.2,,6.2,,86.9,,,,,0.01,,,,,,,,,,110,,USGS,,,0.01,,,,,,,,,,,
LOCH.LM,NORMAL,1988,1,24,1/24/88,,21,,6,,,,,,,0.05,,,,,<0.003,,,,,60,,USGS,0.9,,0.05,,,,,,,,,,,
LOCH.LM,NORMAL,1988,2,21,2/21/88,3.5,22,,6.1,,116.3,,,,,0.01,,,,,0.01,,,,,100,,USGS,1.6,,0.01,,,,,,,,,,,
LOCH.LM,NORMAL,1988,4,6,4/6/88,4.8,14,,6.2,,105.1,,,,,0.05,,,,,<0.003,,,,,30,,USGS,1.3,,0.05,,,,,,,,,,,
LOCH.LM,NORMAL,1988,5,4,5/4/88,4.5,18,,6.1,,71.1,,,,,0.04,,,,,0.02,,,,,,,USGS,,,0.04,,,,,,,,,,,
LOCH.LM,NORMAL,1988,5,30,5/30/88,4,15,,6.1,,36,,,,,0.02,,,,,<0.003,,,,,50,,USGS,,,0.02,,,,,,,,,,,
LOCH.LM,NORMAL,1988,7,20,7/20/88,10,7.5,,,,,,,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LM,NORMAL,1988,8,23,8/23/88,11.5,8.6,,6.8,,41.8,,,,,<0.01,,,,,<0.003,,,,,30,,USGS,1.3,,0.005,,,,,,,,,,,
LOCH.LM,NORMAL,1988,11,13,11/13/88,3,16.3,15,6.6,6.5,82.5,1.6,0.25,0.59,0.19,<0.01,,2,0.53,,<0.003,0.15,0.1,1.3,23,81,5,USGS,1,,0.005,0.53,0.123514795,,,,,,,,,
LOCH.LM,NORMAL,2016,3,8,3/8/16,,,22,,6.66,96.315,2.329,0.37,1.125,0.192,0.041,,3.1695,0.0701,,<0.04,0.1869,0.1209,,,,,USFS,0.755,0.07752,0.041,0.0701,0.047606874,0.07752,0.029913126,,,,,,7,
LOCH.LS,QA,1982,5,11,5/11/82,,17,,5.9,,,,,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LS,NORMAL,1982,5,11,5/11/82,,17,,5.9,,,1.2,0.34,0.6,0.26,,,2.46,0.53,,<0.003,0.11,,,,,,USGS,,,,0.53,,,,,,,,,,
LOCH.LS,QA,1982,6,2,6/2/82,8,16,,6.3,,,,,,,,,,,,<0.003,,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LS,NORMAL,1982,6,2,6/2/82,8,16,,6.3,,,1.5,0.34,0.54,0.25,,,2.28,1.2,,<0.003,0.22,,,,,,USGS,,,,1.2,,,,,,,,,,
LOCH.LS,QA,1982,6,29,6/29/82,,11.8,,6.5,,26.5,,0.22,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LS,NORMAL,1982,6,29,6/29/82,,11.8,,6.5,,26.5,1.19,0.22,0.4,0.11,,,1.83,1.37,,<0.003,0.15,,,,,,USGS,,,,1.37,,,,,,,,,,
LOCH.LS,QA,1982,8,2,8/2/82,10,10.4,,6.6,,,,,,0.1,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LS,QA,1982,8,2,8/2/82,10,10.7,,6.4,,29.4,0.7,,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LS,NORMAL,1982,8,2,8/2/82,10,10.4,,6.6,,,0.7,0.15,0.35,0.1,,,1.39,0.97,,<0.003,0.13,,,,,,USGS,,,,0.97,,,,,,,,,,
LOCH.LS,NORMAL,1982,8,2,8/2/82,10,10.7,,6.4,,29.4,0.7,0.17,0.33,0.09,,,1.46,0.99,,<0.003,0.15,,,,,,USGS,,,,0.99,,,,,,,,,,
LOCH.LS,DUPE,1982,8,2,8/2/82,10,10.7,,6.4,,,0.74,0.17,0.33,0.09,,,1.48,1,,<0.003,0.2,,,,,,USGS,,,,1,,,,,,,,,,
LOCH.LS,QA,1982,8,24,8/24/82,13,10.1,,6.3,,,,,,,,,,,,,0.26,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LS,QA,1982,8,24,8/24/82,13,9.9,,6.3,,,,,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LS,QA,1982,8,24,8/24/82,13,10.1,,6.3,,,,,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LS,NORMAL,1982,8,24,8/24/82,13,9.9,,6.3,,,0.8,0.16,0.35,0.14,,,1.35,0.94,,<0.003,0.37,,,,,,USGS,,,,0.94,,,,,,,,,,
LOCH.LS,NORMAL,1982,8,24,8/24/82,13,10.1,,6.3,,,0.83,0.19,0.35,0.14,,,1.39,0.95,,<0.003,0.63,,,,,,USGS,,,,0.95,,,,,,,,,,
LOCH.LS,DUPE,1982,8,24,8/24/82,13,10.1,,6.3,,,0.75,0.16,0.32,0.13,,,1.35,0.96,,<0.003,0.28,,,,,,USGS,,,,0.96,,,,,,,,,,
LOCH.LS,QA,1982,9,21,9/21/82,5,18.5,,5.8,,,,,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LS,NORMAL,1982,9,21,9/21/82,5,18.5,,5.8,,,1.17,0.25,0.48,0.16,,,1.79,1.32,,<0.003,0.28,,,,,,USGS,,,,1.32,,,,,,,,,,
LOCH.LS,QA,1982,10,21,10/21/82,5,16.7,,5.5,,,1.64,0.24,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
LOCH.LS,NORMAL,1982,10,21,10/21/82,5,16.7,,5.5,,,1.64,0.24,0.49,0.13,,,1.85,0.93,,<0.003,0.25,,2.55,,,,USGS,,,,0.93,,,,,,,,,,
LOCH.LS,NORMAL,1982,12,7,12/7/82,,18,24,6.2,6.4,,2.2,0.36,0.9,0.24,,,2.97,2.26,,0.02,0.06,0.13,3.7,,43,1,USGS,,,,2.26,,,,,,,,,,
LOCH.LS,NORMAL,1982,12,7,12/7/82,,21,23,6.1,6.6,,2.2,0.39,1,0.23,,,2.96,2.48,,0.02,0.58,0.2,3.7,,31,1,USGS,,,,2.48,,,,,,,,,,
LOCH.LS,NORMAL,1983,2,8,2/8/83,2,20,24,6,6.4,121.2,2.3,0.27,1,0.24,,,3.07,0.31,,0.01,0.13,0.11,2.2,,110,13,USGS,1.5,,,0.31,,,,,,,,,,
LOCH.LS,NORMAL,1983,4,4,4/4/83,0,24,28,6.9,6.4,121.9,3,0.5,1.4,0.36,0.07,,3.15,0.4,,0.01,0.27,0.12,3.1,,200,49,USGS,2,,0.07,0.4,0.14455702,,,,,,,,,
LOCH.LS,NORMAL,1983,5,3,5/3/83,1,17,23,6.4,6.4,123.7,2.2,0.33,1,0.33,0.03,,2.43,1.46,,0.01,0.14,0.08,4,,210,10,USGS,,,0.03,1.46,0.35282692,,,,,,,,,
LOCH.LS,NORMAL,1983,5,10,5/10/83,0,9,12,6.3,6.1,38.5,0.96,0.14,0.4,0.12,0.24,,1.23,0.71,,0.01,0.05,0.02,1.2,,63,8,USGS,,,0.24,0.71,0.346317392,,,,,,,,,
LOCH.LS,NORMAL,1983,5,17,5/17/83,1,19,23,6.3,6.2,,2.1,0.34,1,0.34,0.15,,2.63,0.89,,0.01,0.25,0.08,3.4,,140,12,USGS,,,0.15,0.89,0.317182004,,,,,,,,,
LOCH.LS,NORMAL,1983,5,27,5/27/83,0.5,13,21,5.9,5.7,105,1.4,0.19,0.5,0.44,0.07,,1.96,1.02,,0.02,0.2,0.07,2.3,,140,8,USGS,,,0.07,1.02,0.284511873,,,,,,,,,
LOCH.LS,NORMAL,1983,6,3,6/3/83,1,13,19,6.1,6.3,36.7,1.5,0.29,0.5,0.3,0.05,,2.36,1.37,,0.01,0.21,0.05,1.8,,53,5,USGS,,,0.05,1.37,0.348014769,,,,,,,,,
LOCH.LS,NORMAL,1983,6,10,6/10/83,2.5,12,18,6.1,6.1,39.7,1.5,0.32,0.4,0.31,0.08,,1.9,0.84,,0.01,0.2,0.08,1.9,,50,4,USGS,,,0.08,0.84,0.251631757,,,,,,,,,
LOCH.LS,NORMAL,1983,6,17,6/17/83,2,8,11,6.3,6.2,,0.65,0.2,0.2,0.12,0.07,,0.8,0.58,,0.01,0.11,0.09,0.9,,27,2,USGS,,,0.07,0.58,0.185189074,,,,,,,,,
LOCH.LS,NORMAL,1983,6,24,6/24/83,3,11,,6.4,,,,,,,0.08,,,,,,,,,,,,USGS,,,0.08,,,,,,,,,,,
LOCH.LS,NORMAL,1983,7,1,7/1/83,6,11,13,6.4,6.9,35.2,1.2,0.3,0.5,0.15,0.07,,1.56,0.89,,0.01,0.18,0.08,1.5,,35,2,USGS,,,0.07,0.89,0.2551665,,,,,,,,,
LOCH.LS,NORMAL,1983,7,7,7/7/83,9,11,11,6.5,6.4,34.3,1.1,0.17,0.4,0.15,0.06,,1.39,0.89,,0.01,0.05,0.06,1.5,,25,1,USGS,,,0.06,0.89,0.247414562,,,,,,,,,
LOCH.LS,NORMAL,1983,8,2,8/2/83,7,9,14,6.6,7.1,45.4,1.1,0.1,0.4,0.16,0.09,,1.41,0.89,,0.01,0.07,0.05,1.9,40,28,2,USGS,,,0.09,0.89,0.270670376,,,,,,,,,
LOCH.LS,NORMAL,1983,8,30,8/30/83,12,8,14,6.9,7.1,41.4,1,0.2,0.5,0.15,<0.01,,1.18,0.35,,0.01,0.09,0.08,1.4,,34,1,USGS,,,0.005,0.35,0.082882741,,,,,,,,,
LOCH.LS,NORMAL,1983,9,20,9/20/83,6,10,12,7,7.1,46.7,1.1,0.22,0.4,0.18,<0.01,,1.41,0.62,,0.01,0.02,0.09,1.5,,61,2,USGS,,,0.005,0.62,0.143830822,,,,,,,,,
LOCH.LS,NORMAL,1983,12,27,12/27/83,0,17,21,6.5,6.1,82.7,2.1,0.34,0.8,0.25,,,2.41,1.37,,,0.19,0.1,3.2,30,82,7,USGS,,,,1.37,,,,,,,,,,
LOCH.LS,NORMAL,1984,3,6,3/6/84,1,19,20,6.4,7.1,91.6,2.1,0.38,1.1,0.21,0.03,,2.18,0.4,,,0.21,0.12,2.6,20,91,6,USGS,,,0.03,0.4,0.113549268,,,,,,,,,
LOCH.LS,NORMAL,1984,3,6,3/6/84,4,19,19,6.4,6.8,159.8,2.1,0.39,1.1,0.22,0.03,,2.23,,,,0.27,0.11,2.6,20,96,7,USGS,,,0.03,,,,,,,,,,,
LOCH.LS,NORMAL,1984,4,17,4/17/84,0,20,22,6.3,6.4,112.1,2.1,0.29,1.1,0.2,0.04,,2.4,0.98,,0.01,0.18,0.11,3,20,120,10,USGS,,,0.04,0.98,0.252226714,,,,,,,,,
LOCH.LS,NORMAL,1984,5,7,5/7/84,1,21,24,6.3,6.3,,2.4,0.3,1,0.25,0.06,,2.27,1.06,,<0.003,0.25,0.12,3.9,50,240,17,USGS,,,0.06,1.06,0.28578928,,,,,,,,,
LOCH.LS,NORMAL,1984,5,16,5/16/84,1,16,17,5.7,5.8,30.6,1.6,0.3,0.5,0.38,0.07,,1.97,1.64,,<0.003,0.2,0.06,2.4,110,99,8,USGS,,,0.07,1.64,0.424466726,,,,,,,,,
LOCH.LS,NORMAL,1984,5,23,5/23/84,3.5,13,15,6,6.2,41.2,1.4,0.23,0.4,0.24,0.06,,1.81,1.42,,0.01,0.15,0.07,2,100,65,4,USGS,,,0.06,1.42,0.367053389,,,,,,,,,
LOCH.LS,NORMAL,1984,6,5,6/5/84,4,12,15,6.4,6.9,,1.4,0.2,0.4,0.21,0.05,,1.6,1.37,,<0.003,0.15,0.07,1.7,70,31,1,USGS,,,0.05,1.37,0.348014769,,,,,,,,,
LOCH.LS,NORMAL,1984,6,13,6/13/84,6,13,15,6.3,6.6,26.5,1.5,0.3,0.4,0.2,0.05,,1.72,1.6,,<0.003,0.17,0.06,2,80,36,1,USGS,2.7,,0.05,1.6,0.399933505,,,,,,,,,
LOCH.LS,NORMAL,1984,6,20,6/20/84,6,13,13,6.3,6.7,37.6,1.1,0.2,0.4,0.18,0.04,,1.42,1.33,,0.02,0.13,0.06,1.6,60,18,1,USGS,,,0.04,1.33,0.331233486,,,,,,,,,
LOCH.LS,NORMAL,1984,6,27,6/27/84,6,11,12,6.6,6.9,17.8,1.2,0.2,0.4,0.16,0.05,,1.35,1.29,,,0.14,0.06,1.5,50,21,1,USGS,1,,0.05,1.29,0.329956078,,,,,,,,,
LOCH.LS,NORMAL,1984,7,3,7/3/84,6.8,10,,6.5,,,,,,,0.04,,,,,0.02,,,,,,,USGS,,,0.04,,,,,,,,,,,
LOCH.LS,NORMAL,1984,7,17,7/17/84,8.8,12,,6.3,,,,,,,0.02,,,,,,,,,,,,USGS,,,0.02,,,,,,,,,,,
LOCH.LS,NORMAL,1984,7,25,7/25/84,7.2,9,10,6.5,7.6,28.4,1,0.2,0.5,0.13,0.06,,1.14,0.93,,,0.09,0.07,1.5,40,20,4,USGS,,,0.06,0.93,0.256443908,,,,,,,,,
