DATE,tmin_F,tmean_F,tmax_F,tmin_C,tmean_C,tmax_C
1895-08-01,38.7,50.2,61.6,3.722222222,10.11111111,16.44444444
1895-09-01,30.4,44.1,57.7,-0.888888889,6.722222222,14.27777778
1895-10-01,21.6,32,42.5,-5.777777778,0,5.833333333
1895-11-01,9.2,19.4,29.7,-12.66666667,-7,-1.277777778
1895-12-01,4.4,13,21.6,-15.33333333,-10.55555556,-5.777777778
1896-01-01,11.2,20.6,30,-11.55555556,-6.333333333,-1.111111111
1896-02-01,2.5,14.9,27.3,-16.38888889,-9.5,-2.611111111
1896-03-01,7.7,17.8,27.9,-13.5,-7.888888889,-2.277777778
1896-04-01,18.6,29.3,40,-7.444444444,-1.5,4.444444444
1896-05-01,27.1,38.7,50.3,-2.722222222,3.722222222,10.16666667
1896-06-01,34.1,47.2,60.3,1.166666667,8.444444444,15.72222222
1896-07-01,40.4,51.4,62.4,4.666666667,10.77777778,16.88888889
1896-08-01,39.2,51,62.8,4,10.55555556,17.11111111
1896-09-01,32.6,42,51.5,0.333333333,5.555555556,10.83333333
1896-10-01,22.9,33,43.1,-5.055555556,0.555555556,6.166666667
1896-11-01,11.1,18.3,25.5,-11.61111111,-7.611111111,-3.611111111
1896-12-01,7.6,20.1,32.6,-13.55555556,-6.611111111,0.333333333
1897-01-01,2.8,13.9,24.9,-16.22222222,-10.05555556,-3.944444444
1897-02-01,2.7,12.9,23.2,-16.27777778,-10.61111111,-4.888888889
1897-03-01,9.1,18.5,28,-12.72222222,-7.5,-2.222222222
1897-04-01,15.8,27,38.1,-9,-2.777777778,3.388888889
1897-05-01,26.5,39.7,52.9,-3.055555556,4.277777778,11.61111111
1897-06-01,33.1,45.4,57.6,0.611111111,7.444444444,14.22222222
1897-07-01,37.1,48.4,59.8,2.833333333,9.111111111,15.44444444
1897-08-01,37.1,47.9,58.7,2.833333333,8.833333333,14.83333333
1897-09-01,34.5,46.3,58.2,1.388888889,7.944444444,14.55555556
1897-10-01,23.4,33.3,43.1,-4.777777778,0.722222222,6.166666667
1897-11-01,15.5,25.2,35,-9.166666667,-3.777777778,1.666666667
1897-12-01,6.2,15.3,24.4,-14.33333333,-9.277777778,-4.222222222
1898-01-01,-0.5,10.1,20.7,-18.05555556,-12.16666667,-6.277777778
1898-02-01,4.4,17.3,30.2,-15.33333333,-8.166666667,-1
1898-03-01,3.8,16.1,28.4,-15.66666667,-8.833333333,-2
1898-04-01,18.9,30.2,41.5,-7.277777778,-1,5.277777778
1898-05-01,24.1,32.3,40.5,-4.388888889,0.166666667,4.722222222
1898-06-01,34.3,45.7,57.1,1.277777778,7.611111111,13.94444444
1898-07-01,39.6,50.6,61.7,4.222222222,10.33333333,16.5
1898-08-01,38.2,51,63.8,3.444444444,10.55555556,17.66666667
1898-09-01,25.4,40.1,54.9,-3.666666667,4.5,12.72222222
1898-10-01,21.6,30.9,40.2,-5.777777778,-0.611111111,4.555555556
1898-11-01,8.8,18.5,28.1,-12.88888889,-7.5,-2.166666667
1898-12-01,2.1,12,22,-16.61111111,-11.11111111,-5.555555556
1899-01-01,4.2,12.8,21.5,-15.44444444,-10.66666667,-5.833333333
1899-02-01,-4.3,5.5,15.4,-20.16666667,-14.72222222,-9.222222222
1899-03-01,8.2,18,27.8,-13.22222222,-7.777777778,-2.333333333
1899-04-01,17.8,28.8,39.8,-7.888888889,-1.777777778,4.333333333
1899-05-01,24.9,36.2,47.5,-3.944444444,2.333333333,8.611111111
1899-06-01,33.1,45.3,57.5,0.611111111,7.388888889,14.16666667
1899-07-01,39.2,50.4,61.6,4,10.22222222,16.44444444
1899-08-01,39.8,50.8,61.8,4.333333333,10.44444444,16.55555556
1899-09-01,32.2,44.6,56.9,0.111111111,7,13.83333333
1899-10-01,22.4,31.7,40.9,-5.333333333,-0.166666667,4.944444444
1899-11-01,15.6,25.8,36,-9.111111111,-3.444444444,2.222222222
1899-12-01,7.7,17.4,27.2,-13.5,-8.111111111,-2.666666667
1900-01-01,8.6,18.7,28.7,-13,-7.388888889,-1.833333333
1900-02-01,4.2,15,25.8,-15.44444444,-9.444444444,-3.444444444
1900-03-01,12.6,24,35.3,-10.77777778,-4.444444444,1.833333333
1900-04-01,16.8,25.8,34.8,-8.444444444,-3.444444444,1.555555556
1900-05-01,26.2,37.8,49.4,-3.222222222,3.222222222,9.666666667
1900-06-01,35.1,47.9,60.7,1.722222222,8.833333333,15.94444444
1900-07-01,36.4,48.7,60.9,2.444444444,9.277777778,16.05555556
1900-08-01,33,48.4,63.8,0.555555556,9.111111111,17.66666667
1900-09-01,28.7,40.6,52.5,-1.833333333,4.777777778,11.38888889
1900-10-01,22.3,34.7,47.2,-5.388888889,1.5,8.444444444
1900-11-01,13.5,24.8,36,-10.27777778,-4,2.222222222
1900-12-01,9.4,19.3,29.3,-12.55555556,-7.055555556,-1.5
1901-01-01,8,17.4,26.8,-13.33333333,-8.111111111,-2.888888889
1901-02-01,5.3,14.9,24.5,-14.83333333,-9.5,-4.166666667
1901-03-01,8.9,19.5,30.1,-12.83333333,-6.944444444,-1.055555556
1901-04-01,14.5,25.3,36,-9.722222222,-3.722222222,2.222222222
1901-05-01,25.2,36.9,48.6,-3.777777778,2.722222222,9.222222222
1901-06-01,28.3,41.9,55.5,-2.055555556,5.5,13.05555556
1901-07-01,41,54,67,5,12.22222222,19.44444444
1901-08-01,39.6,50.9,62.2,4.222222222,10.5,16.77777778
1901-09-01,30.8,42.4,54.1,-0.666666667,5.777777778,12.27777778
1901-10-01,24.4,35.5,46.5,-4.222222222,1.944444444,8.055555556
1901-11-01,16.7,27.7,38.6,-8.5,-2.388888889,3.666666667
1901-12-01,8.4,17.5,26.7,-13.11111111,-8.055555556,-2.944444444
1902-01-01,4.9,15.2,25.4,-15.05555556,-9.333333333,-3.666666667
1902-02-01,9.1,19.5,30,-12.72222222,-6.944444444,-1.111111111
1902-03-01,7.6,18.1,28.7,-13.55555556,-7.722222222,-1.833333333
1902-04-01,17.8,28.7,39.6,-7.888888889,-1.833333333,4.222222222
1902-05-01,26.6,37.6,48.6,-3,3.111111111,9.222222222
1902-06-01,33.8,45.9,57.9,1,7.722222222,14.38888889
1902-07-01,37,48.4,59.8,2.777777778,9.111111111,15.44444444
1902-08-01,39,51,62.9,3.888888889,10.55555556,17.16666667
1902-09-01,29.5,41.6,53.7,-1.388888889,5.333333333,12.05555556
1902-10-01,22.1,33.2,44.4,-5.5,0.666666667,6.888888889
1902-11-01,14.9,23.9,32.9,-9.5,-4.5,0.5
1902-12-01,6,15.4,24.7,-14.44444444,-9.222222222,-4.055555556
1903-01-01,7.6,16.8,26,-13.55555556,-8.444444444,-3.333333333
1903-02-01,-4.9,5.7,16.4,-20.5,-14.61111111,-8.666666667
1903-03-01,9,19.7,30.3,-12.77777778,-6.833333333,-0.944444444
1903-04-01,17,27.9,38.7,-8.333333333,-2.277777778,3.722222222
1903-05-01,22.6,33.6,44.7,-5.222222222,0.888888889,7.055555556
1903-06-01,30.5,40.1,49.7,-0.833333333,4.5,9.833333333
1903-07-01,37.9,49.9,61.9,3.277777778,9.944444444,16.61111111
1903-08-01,34.4,48.5,62.6,1.333333333,9.166666667,17
1903-09-01,29.2,40.6,52.1,-1.555555556,4.777777778,11.16666667
1903-10-01,23,34.6,46.2,-5,1.444444444,7.888888889
1903-11-01,11.1,23.8,36.4,-11.61111111,-4.555555556,2.444444444
1903-12-01,8.4,19.2,30.1,-13.11111111,-7.111111111,-1.055555556
1904-01-01,3.2,13.4,23.6,-16,-10.33333333,-4.666666667
1904-02-01,9.3,21,32.6,-12.61111111,-6.111111111,0.333333333
1904-03-01,10,22.4,34.8,-12.22222222,-5.333333333,1.555555556
1904-04-01,17.9,29.4,40.9,-7.833333333,-1.444444444,4.944444444
1904-05-01,24.9,34.9,45,-3.944444444,1.611111111,7.222222222
1904-06-01,30.5,40.8,51.1,-0.833333333,4.888888889,10.61111111
1904-07-01,37.5,47.9,58.2,3.055555556,8.833333333,14.55555556
1904-08-01,37.1,48.8,60.4,2.833333333,9.333333333,15.77777778
1904-09-01,33.2,44,54.9,0.666666667,6.666666667,12.72222222
1904-10-01,22.4,33.7,45.1,-5.333333333,0.944444444,7.277777778
1904-11-01,13.8,26.6,39.5,-10.11111111,-3,4.166666667
1904-12-01,7.3,17.5,27.7,-13.72222222,-8.055555556,-2.388888889
1905-01-01,8.8,16.8,24.7,-12.88888889,-8.444444444,-4.055555556
1905-02-01,3.7,14.2,24.6,-15.72222222,-9.888888889,-4.111111111
1905-03-01,13.2,23.5,33.8,-10.44444444,-4.722222222,1
1905-04-01,16.2,25.1,34,-8.777777778,-3.833333333,1.111111111
1905-05-01,22.9,32.4,41.8,-5.055555556,0.222222222,5.444444444
1905-06-01,34.8,46.1,57.4,1.555555556,7.833333333,14.11111111
1905-07-01,36.6,47.8,59.1,2.555555556,8.777777778,15.05555556
1905-08-01,38.5,50.6,62.7,3.611111111,10.33333333,17.05555556
1905-09-01,33.7,45.3,56.9,0.944444444,7.388888889,13.83333333
1905-10-01,21,30.3,39.6,-6.111111111,-0.944444444,4.222222222
1905-11-01,15.5,25,34.4,-9.166666667,-3.888888889,1.333333333
1905-12-01,3,14.3,25.6,-16.11111111,-9.833333333,-3.555555556
1906-01-01,7.4,18.1,28.8,-13.66666667,-7.722222222,-1.777777778
1906-02-01,7.8,19.1,30.5,-13.44444444,-7.166666667,-0.833333333
1906-03-01,6.8,13.8,20.9,-14,-10.11111111,-6.166666667
1906-04-01,18.9,29.5,40.2,-7.277777778,-1.388888889,4.555555556
1906-05-01,26.2,36.8,47.3,-3.222222222,2.666666667,8.5
1906-06-01,32.5,43.2,53.9,0.277777778,6.222222222,12.16666667
1906-07-01,35.7,46.2,56.6,2.055555556,7.888888889,13.66666667
1906-08-01,36.8,48.6,60.3,2.666666667,9.222222222,15.72222222
1906-09-01,32,42.3,52.7,0,5.722222222,11.5
1906-10-01,21.5,32.1,42.7,-5.833333333,0.055555556,5.944444444
1906-11-01,13.3,21,28.8,-10.38888889,-6.111111111,-1.777777778
1906-12-01,15.3,23.2,31,-9.277777778,-4.888888889,-0.555555556
1907-01-01,10.1,18.3,26.5,-12.16666667,-7.611111111,-3.055555556
1907-02-01,15.6,26.1,36.6,-9.111111111,-3.277777778,2.555555556
1907-03-01,17.3,28,38.7,-8.166666667,-2.222222222,3.722222222
1907-04-01,18.3,27.7,37.1,-7.611111111,-2.388888889,2.833333333
1907-05-01,21.4,30.6,39.7,-5.888888889,-0.777777778,4.277777778
1907-06-01,31.7,42.6,53.5,-0.166666667,5.888888889,11.94444444
1907-07-01,39,50.2,61.4,3.888888889,10.11111111,16.33333333
1907-08-01,38.8,49.7,60.7,3.777777778,9.833333333,15.94444444
1907-09-01,31.7,43.1,54.6,-0.166666667,6.166666667,12.55555556
1907-10-01,24.2,35.5,46.8,-4.333333333,1.944444444,8.222222222
1907-11-01,12.1,22.5,33,-11.05555556,-5.277777778,0.555555556
1907-12-01,9.4,18.1,26.9,-12.55555556,-7.722222222,-2.833333333
1908-01-01,7.7,17.3,26.9,-13.5,-8.166666667,-2.833333333
1908-02-01,8.8,19.4,30,-12.88888889,-7,-1.111111111
1908-03-01,12.6,24.5,36.4,-10.77777778,-4.166666667,2.444444444
1908-04-01,19.3,31.5,43.6,-7.055555556,-0.277777778,6.444444444
1908-05-01,21.5,33,44.4,-5.833333333,0.555555556,6.888888889
1908-06-01,30.9,42.8,54.8,-0.611111111,6,12.66666667
1908-07-01,37.9,49.2,60.4,3.277777778,9.555555556,15.77777778
1908-08-01,38.9,48.6,58.3,3.833333333,9.222222222,14.61111111
1908-09-01,30.5,44.1,57.6,-0.833333333,6.722222222,14.22222222
1908-10-01,22.5,31.3,40.1,-5.277777778,-0.388888889,4.5
1908-11-01,11.4,21.4,31.3,-11.44444444,-5.888888889,-0.388888889
1908-12-01,5.3,16.2,27.1,-14.83333333,-8.777777778,-2.722222222
1909-01-01,11.4,19.9,28.4,-11.44444444,-6.722222222,-2
1909-02-01,6.2,16,25.9,-14.33333333,-8.888888889,-3.388888889
1909-03-01,11.2,20.1,29,-11.55555556,-6.611111111,-1.666666667
1909-04-01,15,24.3,33.6,-9.444444444,-4.277777778,0.888888889
1909-05-01,22.2,32.9,43.5,-5.444444444,0.5,6.388888889
1909-06-01,32.9,44.4,55.9,0.5,6.888888889,13.27777778
1909-07-01,40,51.3,62.7,4.444444444,10.72222222,17.05555556
1909-08-01,40,51.4,62.8,4.444444444,10.77777778,17.11111111
1909-09-01,31.1,42,53,-0.5,5.555555556,11.66666667
1909-10-01,25.6,36.1,46.7,-3.555555556,2.277777778,8.166666667
1909-11-01,18.9,27.5,36.2,-7.277777778,-2.5,2.333333333
1909-12-01,2.4,11.1,19.8,-16.44444444,-11.61111111,-6.777777778
1910-01-01,6.2,16.1,26,-14.33333333,-8.833333333,-3.333333333
1910-02-01,-0.2,12.4,25,-17.88888889,-10.88888889,-3.888888889
1910-03-01,16.8,30.4,44,-8.444444444,-0.888888889,6.666666667
1910-04-01,19.7,32.2,44.7,-6.833333333,0.111111111,7.055555556
1910-05-01,24.5,34.7,45,-4.166666667,1.5,7.222222222
1910-06-01,34,46.9,59.8,1.111111111,8.277777778,15.44444444
1910-07-01,39.8,52.6,65.3,4.333333333,11.44444444,18.5
1910-08-01,38.1,50.2,62.2,3.388888889,10.11111111,16.77777778
1910-09-01,34.5,45.6,56.8,1.388888889,7.555555556,13.77777778
1910-10-01,24,36.4,48.8,-4.444444444,2.444444444,9.333333333
1910-11-01,18.4,28,37.7,-7.555555556,-2.222222222,3.166666667
1910-12-01,10.4,20.4,30.5,-12,-6.444444444,-0.833333333
1911-01-01,11.9,21.3,30.6,-11.16666667,-5.944444444,-0.777777778
1911-02-01,5.3,15.3,25.3,-14.83333333,-9.277777778,-3.722222222
1911-03-01,11.8,23.8,35.9,-11.22222222,-4.555555556,2.166666667
1911-04-01,19.1,29.5,39.8,-7.166666667,-1.388888889,4.333333333
1911-05-01,26.5,37.9,49.2,-3.055555556,3.277777778,9.555555556
1911-06-01,35.5,47.8,60.1,1.944444444,8.777777778,15.61111111
1911-07-01,38.4,48.7,58.9,3.555555556,9.277777778,14.94444444
1911-08-01,37,49.1,61.3,2.777777778,9.5,16.27777778
1911-09-01,35.1,46.5,57.9,1.722222222,8.055555556,14.38888889
1911-10-01,21.5,30.8,40.1,-5.833333333,-0.666666667,4.5
1911-11-01,9.1,19.3,29.6,-12.72222222,-7.055555556,-1.333333333
1911-12-01,-0.3,10.2,20.7,-17.94444444,-12.11111111,-6.277777778
1912-01-01,6.3,15.5,24.8,-14.27777778,-9.166666667,-4
1912-02-01,4.1,13.6,23.2,-15.5,-10.22222222,-4.888888889
1912-03-01,3.6,14.9,26.2,-15.77777778,-9.5,-3.222222222
1912-04-01,15.7,26.1,36.6,-9.055555556,-3.277777778,2.555555556
1912-05-01,23.5,34.9,46.2,-4.722222222,1.611111111,7.888888889
1912-06-01,29.8,41.5,53.3,-1.222222222,5.277777778,11.83333333
1912-07-01,38.6,48.7,58.8,3.666666667,9.277777778,14.88888889
1912-08-01,37.9,49.1,60.2,3.277777778,9.5,15.66666667
1912-09-01,26.9,36.4,45.9,-2.833333333,2.444444444,7.722222222
1912-10-01,23.6,32.9,42.1,-4.666666667,0.5,5.611111111
1912-11-01,14.5,25,35.4,-9.722222222,-3.888888889,1.888888889
1912-12-01,4.7,14.2,23.7,-15.16666667,-9.888888889,-4.611111111
1913-01-01,3.2,12.4,21.5,-16,-10.88888889,-5.833333333
1913-02-01,-3.8,8,19.7,-19.88888889,-13.33333333,-6.833333333
1913-03-01,5.1,16.4,27.8,-14.94444444,-8.666666667,-2.333333333
1913-04-01,17,28.6,40.1,-8.333333333,-1.888888889,4.5
1913-05-01,26.6,37.8,49.1,-3,3.222222222,9.5
1913-06-01,33,44.8,56.6,0.555555556,7.111111111,13.66666667
1913-07-01,39.4,50.2,61.1,4.111111111,10.11111111,16.16666667
1913-08-01,39.7,52.1,64.4,4.277777778,11.16666667,18
1913-09-01,28.3,39.3,50.3,-2.055555556,4.055555556,10.16666667
1913-10-01,15.6,27,38.5,-9.111111111,-2.777777778,3.611111111
1913-11-01,18.4,27.9,37.5,-7.555555556,-2.277777778,3.055555556
1913-12-01,1.2,12,22.7,-17.11111111,-11.11111111,-5.166666667
1914-01-01,8.4,17.1,25.8,-13.11111111,-8.277777778,-3.444444444
1914-02-01,3.3,13.5,23.7,-15.94444444,-10.27777778,-4.611111111
1914-03-01,7.6,20.1,32.6,-13.55555556,-6.611111111,0.333333333
1914-04-01,15,26.1,37.1,-9.444444444,-3.277777778,2.833333333
1914-05-01,23.9,35.3,46.6,-4.5,1.833333333,8.111111111
1914-06-01,31.6,45.1,58.7,-0.222222222,7.277777778,14.83333333
1914-07-01,38.7,49.8,60.8,3.722222222,9.888888889,16
1914-08-01,35.1,47.8,60.4,1.722222222,8.777777778,15.77777778
1914-09-01,29.4,42.9,56.4,-1.444444444,6.055555556,13.55555556
1914-10-01,21.9,33.2,44.5,-5.611111111,0.666666667,6.944444444
1914-11-01,15,27.8,40.5,-9.444444444,-2.333333333,4.722222222
1914-12-01,-1,8.4,17.9,-18.33333333,-13.11111111,-7.833333333
1915-01-01,0.6,11.3,22,-17.44444444,-11.5,-5.555555556
1915-02-01,3.5,14,24.5,-15.83333333,-10,-4.166666667
1915-03-01,3.1,14.1,25.1,-16.05555556,-9.944444444,-3.833333333
1915-04-01,22.2,31.7,41.2,-5.444444444,-0.166666667,5.111111111
1915-05-01,21.4,32,42.7,-5.888888889,0,5.944444444
1915-06-01,28.3,40.1,51.8,-2.055555556,4.5,11
1915-07-01,34.6,47.1,59.6,1.444444444,8.388888889,15.33333333
1915-08-01,33.6,45.5,57.3,0.888888889,7.5,14.05555556
1915-09-01,29.4,41,52.7,-1.444444444,5,11.5
1915-10-01,24.9,35.8,46.7,-3.944444444,2.111111111,8.166666667
1915-11-01,14.1,24.6,35.1,-9.944444444,-4.111111111,1.722222222
1915-12-01,5.9,16.3,26.7,-14.5,-8.722222222,-2.944444444
1916-01-01,-1.3,8.4,18.1,-18.5,-13.11111111,-7.722222222
1916-02-01,6.6,18.1,29.6,-14.11111111,-7.722222222,-1.333333333
1916-03-01,14.6,25.9,37.1,-9.666666667,-3.388888889,2.833333333
1916-04-01,15.3,27,38.6,-9.277777778,-2.777777778,3.666666667
1916-05-01,20.8,33.4,45.9,-6.222222222,0.777777778,7.722222222
1916-06-01,28.3,42.7,57.1,-2.055555556,5.944444444,13.94444444
1916-07-01,37.9,51.1,64.3,3.277777778,10.61111111,17.94444444
1916-08-01,35.7,46.7,57.7,2.055555556,8.166666667,14.27777778
1916-09-01,28.1,40.4,52.6,-2.166666667,4.666666667,11.44444444
1916-10-01,20.3,29.8,39.2,-6.5,-1.222222222,4
1916-11-01,9.2,19.2,29.3,-12.66666667,-7.111111111,-1.5
1916-12-01,0,8.4,16.8,-17.77777778,-13.11111111,-8.444444444
1917-01-01,2.9,10.4,17.8,-16.16666667,-12,-7.888888889
1917-02-01,6,14.6,23.1,-14.44444444,-9.666666667,-4.944444444
1917-03-01,3.1,13.9,24.7,-16.05555556,-10.05555556,-4.055555556
1917-04-01,13.8,23.8,33.9,-10.11111111,-4.555555556,1.055555556
1917-05-01,19,28.2,37.4,-7.222222222,-2.111111111,3
1917-06-01,28,42,56.1,-2.222222222,5.555555556,13.38888889
1917-07-01,38.6,50.9,63.2,3.666666667,10.5,17.33333333
1917-08-01,35.5,46.8,58.2,1.944444444,8.222222222,14.55555556
1917-09-01,31.3,43.3,55.4,-0.388888889,6.277777778,13
1917-10-01,20.7,31.4,42.1,-6.277777778,-0.333333333,5.611111111
1917-11-01,17.7,27.1,36.5,-7.944444444,-2.722222222,2.5
1917-12-01,15.4,21.5,27.6,-9.222222222,-5.833333333,-2.444444444
1918-01-01,2.4,9.9,17.3,-16.44444444,-12.27777778,-8.166666667
1918-02-01,8.6,19.2,29.8,-13,-7.111111111,-1.222222222
1918-03-01,14.7,25.9,37.2,-9.611111111,-3.388888889,2.888888889
1918-04-01,13.8,23,32.3,-10.11111111,-5,0.166666667
1918-05-01,24.6,35.9,47.1,-4.111111111,2.166666667,8.388888889
1918-06-01,34.6,47.6,60.7,1.444444444,8.666666667,15.94444444
1918-07-01,37.6,49.1,60.5,3.111111111,9.5,15.83333333
1918-08-01,38.5,50,61.5,3.611111111,10,16.38888889
1918-09-01,31,40.7,50.5,-0.555555556,4.833333333,10.27777778
1918-10-01,26.5,35.1,43.7,-3.055555556,1.722222222,6.5
1918-11-01,10,20.1,30.2,-12.22222222,-6.611111111,-1
1918-12-01,6.7,15.9,25,-14.05555556,-8.944444444,-3.888888889
1919-01-01,5.9,17.7,29.5,-14.5,-7.944444444,-1.388888889
1919-02-01,6.3,14.7,23.1,-14.27777778,-9.611111111,-4.944444444
1919-03-01,10.7,21.3,31.9,-11.83333333,-5.944444444,-0.055555556
1919-04-01,17.9,29,40.1,-7.833333333,-1.666666667,4.5
1919-05-01,25.9,38,50,-3.388888889,3.333333333,10
1919-06-01,33,46.4,59.8,0.555555556,8,15.44444444
1919-07-01,41.7,53.6,65.5,5.388888889,12,18.61111111
1919-08-01,38.2,51,63.9,3.444444444,10.55555556,17.72222222
1919-09-01,35.8,45.8,55.8,2.111111111,7.666666667,13.22222222
1919-10-01,21.5,29.4,37.3,-5.833333333,-1.444444444,2.944444444
1919-11-01,12,21.6,31.2,-11.11111111,-5.777777778,-0.444444444
1919-12-01,9.7,18.3,26.9,-12.38888889,-7.611111111,-2.833333333
1920-01-01,12,21.1,30.2,-11.11111111,-6.055555556,-1
1920-02-01,8.9,17.7,26.5,-12.83333333,-7.944444444,-3.055555556
1920-03-01,8.4,19.2,29.9,-13.11111111,-7.111111111,-1.166666667
1920-04-01,11.3,19.7,28.1,-11.5,-6.833333333,-2.166666667
1920-05-01,26.1,36,45.9,-3.277777778,2.222222222,7.722222222
1920-06-01,29.7,42.3,55,-1.277777778,5.722222222,12.77777778
1920-07-01,31.8,46.7,61.7,-0.111111111,8.166666667,16.5
1920-08-01,33.2,45.2,57.1,0.666666667,7.333333333,13.94444444
1920-09-01,24.4,38.2,52,-4.222222222,3.444444444,11.11111111
1920-10-01,17.2,30,42.8,-8.222222222,-1.111111111,6
1920-11-01,5.5,16.8,28.2,-14.72222222,-8.444444444,-2.111111111
1920-12-01,4.4,13.8,23.3,-15.33333333,-10.11111111,-4.833333333
1921-01-01,6.8,17.9,29,-14,-7.833333333,-1.666666667
1921-02-01,8.8,18.1,27.3,-12.88888889,-7.722222222,-2.611111111
1921-03-01,12.6,24.5,36.3,-10.77777778,-4.166666667,2.388888889
1921-04-01,11.9,23.3,34.7,-11.16666667,-4.833333333,1.5
1921-05-01,23.1,34.9,46.7,-4.944444444,1.611111111,8.166666667
1921-06-01,34.9,45.6,56.2,1.611111111,7.555555556,13.44444444
1921-07-01,40,51,62,4.444444444,10.55555556,16.66666667
1921-08-01,39.4,49.4,59.4,4.111111111,9.666666667,15.22222222
1921-09-01,31.8,44.2,56.7,-0.111111111,6.777777778,13.72222222
1921-10-01,28.1,38.5,48.9,-2.166666667,3.611111111,9.388888889
1921-11-01,14.1,25.3,36.5,-9.944444444,-3.722222222,2.5
1921-12-01,9.4,20,30.6,-12.55555556,-6.666666667,-0.777777778
1922-01-01,-2.5,8.7,19.9,-19.16666667,-12.94444444,-6.722222222
1922-02-01,1.7,12.1,22.5,-16.83333333,-11.05555556,-5.277777778
1922-03-01,6.2,18.7,31.2,-14.33333333,-7.388888889,-0.444444444
1922-04-01,12.6,23.9,35.2,-10.77777778,-4.5,1.777777778
1922-05-01,22.2,34.8,47.4,-5.444444444,1.555555556,8.555555556
1922-06-01,31.3,46.6,61.8,-0.388888889,8.111111111,16.55555556
1922-07-01,34.4,48.5,62.6,1.333333333,9.166666667,17
1922-08-01,37.7,50.5,63.4,3.166666667,10.27777778,17.44444444
1922-09-01,29.1,43.3,57.4,-1.611111111,6.277777778,14.11111111
1922-10-01,19.1,32.9,46.7,-7.166666667,0.5,8.166666667
1922-11-01,7.4,18.8,30.2,-13.66666667,-7.333333333,-1
1922-12-01,8,17.1,26.2,-13.33333333,-8.277777778,-3.222222222
1923-01-01,8.1,18.2,28.3,-13.27777778,-7.666666667,-2.055555556
1923-02-01,-2.1,10,22.2,-18.94444444,-12.22222222,-5.444444444
1923-03-01,0.5,13.7,26.8,-17.5,-10.16666667,-2.888888889
1923-04-01,12.6,24.8,37,-10.77777778,-4,2.777777778
1923-05-01,22.2,33.7,45.2,-5.444444444,0.944444444,7.333333333
1923-06-01,28.4,41.3,54.1,-2,5.166666667,12.27777778
1923-07-01,36.4,49.3,62.1,2.444444444,9.611111111,16.72222222
1923-08-01,34.5,45.8,57,1.388888889,7.666666667,13.88888889
1923-09-01,27,39.7,52.4,-2.777777778,4.277777778,11.33333333
1923-10-01,16.7,25.2,33.7,-8.5,-3.777777778,0.944444444
1923-11-01,10.1,22.8,35.6,-12.16666667,-5.111111111,2
1923-12-01,3.8,15,26.1,-15.66666667,-9.444444444,-3.277777778
1924-01-01,-0.3,10.1,20.5,-17.94444444,-12.16666667,-6.388888889
1924-02-01,6.9,19,31.1,-13.94444444,-7.222222222,-0.5
1924-03-01,-1.7,9.8,21.3,-18.72222222,-12.33333333,-5.944444444
1924-04-01,12.8,25,37.3,-10.66666667,-3.888888889,2.944444444
1924-05-01,20.2,31.6,43.1,-6.555555556,-0.222222222,6.166666667
1924-06-01,28.2,43.7,59.1,-2.111111111,6.5,15.05555556
1924-07-01,32.8,48.2,63.6,0.444444444,9,17.55555556
1924-08-01,33.9,50,66.1,1.055555556,10,18.94444444
1924-09-01,26.7,40.6,54.6,-2.944444444,4.777777778,12.55555556
1924-10-01,23,34.2,45.4,-5,1.222222222,7.444444444
1924-11-01,11.7,24.2,36.8,-11.27777778,-4.333333333,2.666666667
1924-12-01,-0.2,11.3,22.8,-17.88888889,-11.5,-5.111111111
1925-01-01,0.3,11,21.6,-17.61111111,-11.66666667,-5.777777778
1925-02-01,8.5,20.2,32,-13.05555556,-6.555555556,0
1925-03-01,10,23.9,37.8,-12.22222222,-4.5,3.222222222
1925-04-01,16.2,29.9,43.7,-8.777777778,-1.166666667,6.5
1925-05-01,23.6,36.6,49.5,-4.666666667,2.555555556,9.722222222
1925-06-01,30.3,44.5,58.7,-0.944444444,6.944444444,14.83333333
1925-07-01,37,49.9,62.8,2.777777778,9.944444444,17.11111111
1925-08-01,34.5,45.9,57.2,1.388888889,7.722222222,14
1925-09-01,29.5,42.2,54.9,-1.388888889,5.666666667,12.72222222
1925-10-01,18.6,26,33.3,-7.444444444,-3.333333333,0.722222222
1925-11-01,11.2,21.8,32.4,-11.55555556,-5.666666667,0.222222222
1925-12-01,3.2,14.9,26.5,-16,-9.5,-3.055555556
1926-01-01,2.7,12.3,21.8,-16.27777778,-10.94444444,-5.666666667
1926-02-01,8.7,19.3,30,-12.94444444,-7.055555556,-1.111111111
1926-03-01,4.6,17.6,30.6,-15.22222222,-8,-0.777777778
1926-04-01,14.9,26.2,37.4,-9.5,-3.222222222,3
1926-05-01,24.1,35.4,46.7,-4.388888889,1.888888889,8.166666667
1926-06-01,30,43.3,56.6,-1.111111111,6.277777778,13.66666667
1926-07-01,34.3,47,59.7,1.277777778,8.333333333,15.38888889
1926-08-01,33.6,47.9,62.1,0.888888889,8.833333333,16.72222222
1926-09-01,25.6,40.1,54.6,-3.555555556,4.5,12.55555556
1926-10-01,20.8,34.9,49,-6.222222222,1.611111111,9.444444444
1926-11-01,13.3,23,32.8,-10.38888889,-5,0.444444444
1926-12-01,2.7,12.9,23.2,-16.27777778,-10.61111111,-4.888888889
