DATE,tmin_F,tmean_F,tmax_F,tmin_C,tmean_C,tmax_C
2015-01-01,12.3,20.9,29.5,-10.94444444,-6.166666667,-1.388888889
2015-02-01,11.1,20.2,29.4,-11.61111111,-6.555555556,-1.444444444
2015-03-01,16.8,27.4,38.1,-8.444444444,-2.555555556,3.388888889
2015-04-01,21,31,41,-6.111111111,-0.555555556,5
2015-05-01,27.1,35.4,43.8,-2.722222222,1.888888889,6.555555556
2015-06-01,38.3,49.6,60.9,3.5,9.777777778,16.05555556
2015-07-01,41.7,51.3,60.9,5.388888889,10.72222222,16.05555556
2015-08-01,41.3,52.5,63.6,5.166666667,11.38888889,17.55555556
2015-09-01,38.1,48.5,58.9,3.388888889,9.166666667,14.94444444
2015-10-01,30.8,39.4,47.9,-0.666666667,4.111111111,8.833333333
2015-11-01,14.8,23.6,32.4,-9.555555556,-4.666666667,0.222222222
2015-12-01,8.4,16.2,24.1,-13.11111111,-8.777777778,-4.388888889
2016-01-01,9,17.5,26,-12.77777778,-8.055555556,-3.333333333
2016-02-01,13.1,21.7,30.2,-10.5,-5.722222222,-1
2016-03-01,13.7,23,32.3,-10.16666667,-5,0.166666667
2016-04-01,20.2,29.9,39.5,-6.555555556,-1.166666667,4.166666667
2016-05-01,25.5,35.4,45.4,-3.611111111,1.888888889,7.444444444
2016-06-01,38.7,51.2,63.7,3.722222222,10.66666667,17.61111111
2016-07-01,42.9,54,65.1,6.055555556,12.22222222,18.38888889
2016-08-01,39.3,49.8,60.4,4.055555556,9.888888889,15.77777778
2016-09-01,35.1,46.2,57.3,1.722222222,7.888888889,14.05555556
2016-10-01,30.4,38.7,46.9,-0.888888889,3.722222222,8.277777778
2016-11-01,21.2,30.2,39.3,-6,-1,4.055555556
2016-12-01,7.4,15.5,23.7,-13.66666667,-9.166666667,-4.611111111
2017-01-01,6.8,15.2,23.6,-14,-9.333333333,-4.666666667
2017-02-01,15.3,23.8,32.3,-9.277777778,-4.555555556,0.166666667
2017-03-01,20.9,29.8,38.8,-6.166666667,-1.222222222,3.777777778
2017-04-01,19.5,29.8,40,-6.944444444,-1.222222222,4.444444444
2017-05-01,26,36.3,46.6,-3.333333333,2.388888889,8.111111111
2017-06-01,36.8,48.4,60,2.666666667,9.111111111,15.55555556
2017-07-01,42.4,53.5,64.5,5.777777778,11.94444444,18.05555556
2017-08-01,39.3,49.8,60.3,4.055555556,9.888888889,15.72222222
2017-09-01,35.3,45.2,55.1,1.833333333,7.333333333,12.83333333
2017-10-01,24.1,33.4,42.8,-4.388888889,0.777777778,6
2017-11-01,23,30.7,38.3,-5,-0.722222222,3.5
2017-12-01,14,21.7,29.3,-10,-5.722222222,-1.5
2018-01-01,13.7,21.5,29.2,-10.16666667,-5.833333333,-1.555555556
2018-02-01,9.6,17.7,25.7,-12.44444444,-7.944444444,-3.5
2018-03-01,13.6,23.7,33.8,-10.22222222,-4.611111111,1
2018-04-01,19.5,30,40.5,-6.944444444,-1.111111111,4.722222222
2018-05-01,30.5,41,51.6,-0.833333333,5,10.88888889
2018-06-01,39.1,51.1,63.1,3.944444444,10.61111111,17.27777778
2018-07-01,40.9,53,65.1,4.944444444,11.66666667,18.38888889
2018-08-01,38.8,50.5,62.3,3.777777778,10.27777778,16.83333333
